Freq  Med_P1P2  Med_P1P3  Med_P1P4  Med_P1P5  Med_P1P6  Med_P1P7  Med_P1P8  Med_P2P3  Med_P2P4  Med_P2P5  Med_P2P6  Med_P2P7  Med_P2P8  Med_P3P4  Med_P3P5  Med_P3P6  Med_P3P7  Med_P3P8  Med_P4P5  Med_P4P6  Med_P4P7  Med_P4P8  Med_P5P6  Med_P5P7  Med_P5P8  Med_P6P7  Med_P6P8  Med_P7P8
500	-47.403862	-55.200803	-58.263927	-60.700425	-57.876753	-62.353297	-42.62209	-47.593706	-54.825526	-60.722427	-60.765834	-60.317569	-62.530233	-47.345251	-58.842689	-55.586921	-57.987591	-56.481155	-48.590647	-54.612854	-57.839731	-58.751741	-50.614846	-54.502522	-56.687029	-48.777826	-54.098169	-49.063487
504	-46.63273	-55.286102	-61.461635	-65.309395	-60.585591	-58.692578	-42.640555	-47.086278	-56.803975	-67.205991	-65.682513	-63.434894	-58.78293	-46.544078	-59.485116	-56.960379	-61.431227	-58.598736	-48.300485	-56.805537	-61.850095	-63.447618	-49.668569	-56.206151	-60.413662	-48.300577	-55.46979	-48.215829
508	-45.78002	-55.588115	-68.33026	-70.9713	-65.669193	-56.178407	-42.525584	-46.629423	-59.599904	-82.589268	-72.599736	-66.683681	-55.659863	-45.716173	-60.249955	-59.06905	-66.694199	-61.675869	-47.93095	-60.378155	-73.281435	-71.823229	-48.480866	-58.230441	-68.548995	-47.829988	-57.565645	-47.411395
512	-44.973427	-56.029858	-73.156588	-64.59274	-73.016261	-54.187831	-42.08329	-46.082768	-64.495361	-64.576342	-64.727739	-65.640898	-53.24454	-44.93002	-61.099541	-62.22156	-67.377736	-64.795032	-47.657186	-66.620338	-70.0908	-66.269131	-47.220909	-61.210517	-73.216577	-47.450163	-60.213024	-46.714446
516	-44.374179	-56.507612	-62.787874	-59.714186	-64.72852	-52.911247	-41.64738	-45.847405	-74.62274	-58.944248	-59.814459	-62.24641	-51.606367	-44.377807	-62.3544	-66.523005	-62.289771	-65.172697	-47.590858	-88.344739	-61.685883	-61.073865	-46.178172	-65.042016	-62.509425	-47.226972	-63.354097	-46.021125
520	-43.90437	-57.588382	-58.139355	-56.670952	-59.606931	-52.005162	-41.073487	-45.700234	-67.812405	-56.234583	-56.918993	-59.282273	-50.713832	-43.921963	-64.389714	-71.004372	-59.288153	-63.526164	-47.649423	-66.090817	-57.910101	-58.476461	-45.223168	-66.603894	-58.227547	-47.26868	-66.891622	-45.56721
524	-43.542736	-58.6737	-55.774743	-54.906783	-56.885829	-51.456026	-40.347829	-45.623892	-62.474516	-54.389663	-55.269842	-57.350676	-50.063551	-43.628356	-67.156383	-68.163659	-57.207639	-61.803289	-47.909728	-60.304983	-55.64815	-56.674213	-44.399029	-63.587485	-55.630741	-47.360455	-64.929249	-45.346775
528	-43.414673	-61.186264	-53.927939	-53.993165	-54.864432	-51.617896	-39.526813	-45.752506	-58.536956	-53.355929	-54.153565	-56.075837	-49.847894	-43.533136	-68.017728	-63.094435	-55.816267	-59.670503	-48.397129	-56.622308	-54.066153	-55.521006	-43.73878	-59.727599	-54.035148	-47.70243	-61.32434	-45.325829
532	-43.235624	-64.412451	-52.77317	-53.451471	-53.087999	-52.229042	-38.552793	-46.138623	-54.697372	-52.571476	-53.242887	-54.689885	-49.679961	-43.430244	-63.140782	-59.256688	-54.74721	-57.152381	-49.16059	-53.756102	-52.773354	-54.753916	-43.126945	-56.351071	-52.823789	-48.348531	-56.855926	-45.461655
536	-43.576681	-62.138282	-51.63333	-53.228647	-51.707558	-53.267829	-37.709131	-46.838696	-52.117423	-51.893589	-52.386364	-53.205635	-50.04109	-43.716273	-58.365394	-56.597229	-53.965743	-54.596961	-50.284675	-51.609996	-51.995424	-53.994589	-42.927778	-53.350922	-51.854454	-49.645189	-53.471865	-45.95544
540	-44.295448	-57.106861	-50.89651	-52.944502	-50.650398	-55.101541	-37.245157	-47.812946	-50.201811	-51.558918	-51.709855	-51.761852	-50.895913	-44.295448	-55.300433	-55.015416	-53.400485	-52.377683	-51.511147	-50.192487	-51.366364	-53.27481	-43.269477	-51.154151	-51.036929	-51.466178	-51.219882	-47.01871
544	-45.219172	-54.250668	-50.670976	-53.209126	-50.250593	-56.889642	-37.130461	-48.629093	-49.339593	-51.502557	-51.451203	-50.933165	-52.407953	-45.295238	-53.540812	-53.918845	-52.862879	-50.915159	-51.947607	-49.48658	-51.230079	-52.608269	-44.159485	-49.890244	-50.695275	-53.391344	-49.894792	-48.658031
548	-46.216343	-52.822365	-51.317675	-53.807272	-50.843411	-59.846337	-37.318467	-48.786462	-49.435089	-52.407723	-52.268315	-51.015662	-55.068699	-46.241101	-52.485902	-53.446234	-52.656591	-50.369928	-51.156815	-49.60734	-51.800895	-52.683003	-45.37654	-49.708623	-51.254424	-54.056048	-49.646199	-50.05069
552	-47.00718	-52.295645	-52.859939	-55.24219	-51.892579	-63.604526	-37.832325	-48.304205	-50.088356	-53.959312	-53.630749	-51.808888	-59.585756	-47.261055	-50.92035	-53.599561	-53.298742	-50.568866	-49.850282	-50.582784	-53.112068	-53.27527	-46.934973	-50.238834	-52.708863	-52.706934	-50.305575	-50.958842
556	-47.245254	-52.186186	-55.337364	-56.777334	-53.908555	-62.983919	-38.517378	-47.391231	-51.205551	-56.108909	-55.656556	-53.062506	-70.584172	-47.708218	-51.623362	-54.902281	-54.290447	-51.569436	-48.636718	-52.126426	-55.074624	-54.249153	-48.809061	-51.681698	-55.071179	-51.070552	-51.72708	-50.867342
560	-47.15821	-52.341901	-58.252995	-57.690079	-56.634756	-59.431465	-39.36701	-46.732865	-53.115651	-58.530203	-58.100174	-55.096626	-67.614064	-47.677534	-52.649425	-56.771455	-55.318761	-53.139169	-47.776751	-54.459115	-57.242778	-55.530147	-50.207048	-53.686559	-57.936421	-49.497926	-53.669701	-49.949039
564	-46.89299	-52.898064	-61.791025	-58.145143	-60.050971	-57.29303	-40.384438	-46.239126	-55.535797	-59.851527	-59.589706	-57.062535	-59.993095	-47.296745	-53.995921	-58.470214	-56.042719	-55.448293	-47.351452	-56.98748	-58.455653	-56.327369	-50.846626	-56.08213	-60.394002	-48.632952	-56.36306	-48.808142
568	-46.331039	-53.885681	-64.304094	-58.405586	-63.945353	-56.130406	-41.254741	-45.973446	-58.995832	-60.081103	-59.48879	-59.617496	-56.815872	-46.785643	-55.664365	-59.337945	-56.584367	-57.853694	-47.1041	-59.193392	-58.610955	-56.573114	-50.303738	-58.805805	-60.204481	-47.95704	-58.696942	-47.955524
572	-45.804732	-55.390141	-63.602597	-58.813108	-66.300595	-55.313203	-41.963725	-45.799634	-63.406553	-59.49986	-59.126558	-62.053719	-54.748726	-46.26912	-57.656548	-58.986277	-56.718126	-59.986434	-46.999969	-60.466118	-57.726964	-56.533289	-49.239045	-60.390787	-58.521338	-47.527975	-60.678469	-47.231841
576	-45.199099	-57.378191	-60.527301	-59.117326	-62.662522	-54.972238	-42.271387	-45.606116	-66.990563	-58.540447	-58.709482	-63.449501	-53.542925	-45.705654	-59.305056	-57.85544	-56.790425	-61.243038	-46.95523	-59.577304	-56.817296	-56.474035	-48.054832	-60.423354	-57.095837	-47.247918	-60.722978	-46.619777
580	-44.67316	-59.74735	-58.51454	-59.068453	-59.717631	-54.486261	-42.344606	-45.47718	-65.781638	-57.636061	-58.356437	-63.476739	-52.81791	-45.185181	-60.866658	-56.487999	-56.706872	-60.711403	-46.937545	-58.158647	-56.236972	-56.58965	-46.959226	-59.855661	-56.152225	-47.123622	-60.186291	-46.214459
